Gold-Buy,Gold-Sell,Date
1697.8,1625.5,10-18-11 22:26:08
1697.9,1624.8,10-18-11 22:29:12
1697.4,1623.4,10-18-11 22:32:16
1696.4,1627.0,10-18-11 22:35:20
1695.4,1627.4,10-18-11 22:38:25
1695.2,1626.3,10-18-11 22:41:30
1693.3,1625.6,10-18-11 22:44:34
1694.7,1625.9,10-18-11 22:47:38
1699.1,1626.5,10-18-11 22:50:42
1697.4,1625.0,10-18-11 22:53:46
1696.0,1623.3,10-18-11 22:56:50
1690.6,1622.1,10-18-11 22:59:54
1694.9,1623.0,10-18-11 23:03:03
1694.4,1622.2,10-18-11 23:06:07
1697.9,1624.5,10-18-11 23:09:17
1698.0,1624.9,10-18-11 23:12:22
1701.7,1628.4,10-18-11 23:15:25
1703.5,1630.2,10-18-11 23:18:29
1698.0,1627.4,10-18-11 23:21:33
1703.8,1628.6,10-18-11 23:24:37
1698.4,1628.6,10-18-11 23:27:41
1694.5,1626.7,10-18-11 23:30:45
1697.2,1627.0,10-18-11 23:33:49
1700.2,1627.1,10-18-11 23:36:53
1700.4,1627.9,10-18-11 23:39:57
1703.6,1628.7,10-18-11 23:43:01
1703.8,1628.8,10-18-11 23:46:05
1698.4,1629.5,10-18-11 23:49:09
1702.3,1629.2,10-18-11 23:52:13
1702.4,1628.8,10-18-11 23:55:17
1702.6,1630.8,10-19-11 00:02:27
1698.3,1629.2,10-19-11 00:04:29
1697.3,1629.4,10-19-11 00:07:34
1697.6,1629.6,10-19-11 00:10:38
1698.4,1629.4,10-19-11 00:14:43
1703.3,1631.3,10-19-11 00:16:46
1700.0,1631.3,10-19-11 00:19:50
1699.0,1630.6,10-19-11 00:22:54
1697.5,1629.0,10-19-11 00:27:02
1697.3,1629.1,10-19-11 00:29:06
1702.2,1628.2,10-19-11 00:32:11
1701.9,1627.7,10-19-11 00:36:16
1698.6,1627.2,10-19-11 00:39:21
1699.8,1626.7,10-19-11 00:41:23
1699.7,1627.1,10-19-11 00:45:31
1701.5,1627.2,10-19-11 00:48:36
1701.0,1627.1,10-19-11 00:50:40
1700.9,1628.1,10-19-11 00:53:43
1700.1,1625.7,10-19-11 00:57:49
1700.0,1626.6,10-19-11 01:00:54
1696.0,1625.1,10-19-11 01:03:59
1695.9,1624.7,10-19-11 01:07:03
1694.7,1625.7,10-19-11 01:10:08
1698.3,1624.9,10-19-11 01:13:12
1697.6,1623.8,10-19-11 01:16:17
1697.2,1623.6,10-19-11 01:19:21
1692.8,1623.7,10-19-11 01:40:51
1697.3,1623.7,10-19-11 01:50:03
1697.4,1624.0,10-19-11 02:02:18
1697.9,1624.2,10-19-11 02:05:21
1697.9,1624.5,10-19-11 02:08:25
1698.0,1624.5,10-19-11 02:11:29
1693.1,1623.3,10-19-11 02:14:33
1696.4,1622.9,10-19-11 02:17:36
1693.1,1622.8,10-19-11 02:20:40
1692.5,1622.7,10-19-11 02:23:44
1692.7,1622.8,10-19-11 02:26:47
1695.9,1622.6,10-19-11 02:29:51
1692.3,1622.7,10-19-11 02:32:55
1692.4,1622.7,10-19-11 02:35:59
1691.7,1622.8,10-19-11 02:39:05
1692.8,1622.9,10-19-11 02:42:11
1693.5,1623.6,10-19-11 02:45:14
1695.5,1623.0,10-19-11 02:48:18
1695.8,1623.1,10-19-11 02:51:22
1696.4,1622.9,10-19-11 02:54:26
1695.1,1621.8,10-19-11 02:57:30
1694.3,1621.1,10-19-11 03:00:34
1694.2,1620.8,10-19-11 03:03:38
1690.7,1621.6,10-19-11 03:07:43
1695.7,1622.3,10-19-11 03:09:45
1696.2,1622.8,10-19-11 03:12:49
1696.0,1622.6,10-19-11 03:16:54
1696.6,1623.3,10-19-11 03:19:59
1696.6,1623.2,10-19-11 03:23:02
1697.3,1623.9,10-19-11 03:25:05
1698.2,1624.8,10-19-11 03:29:10
1697.9,1624.5,10-19-11 03:32:14
1698.1,1624.8,10-19-11 03:35:18
1698.0,1624.6,10-19-11 03:38:22
1698.3,1624.9,10-19-11 03:41:26
1698.7,1625.3,10-19-11 03:44:30
1695.4,1625.4,10-19-11 03:47:34
1694.4,1624.0,10-19-11 03:50:38
1695.3,1625.3,10-19-11 03:53:43
1694.9,1625.0,10-19-11 03:56:47
1698.6,1625.1,10-19-11 03:59:50
1692.9,1625.2,10-19-11 04:02:55
1696.0,1626.0,10-19-11 04:05:58
1699.6,1625.8,10-19-11 04:09:03
1695.6,1625.2,10-19-11 04:12:06
1697.9,1624.8,10-19-11 04:15:10
1699.4,1625.4,10-19-11 04:18:18
1693.6,1625.9,10-19-11 04:21:21
1699.8,1626.3,10-19-11 04:24:25
1700.1,1627.0,10-19-11 04:27:32
1701.2,1627.9,10-19-11 04:30:36
1700.2,1626.6,10-19-11 04:33:40
1699.9,1626.7,10-19-11 04:36:43
1699.6,1626.9,10-19-11 04:39:47
1699.4,1626.3,10-19-11 04:42:51
1699.4,1626.5,10-19-11 04:45:55
1699.8,1626.7,10-19-11 04:48:59
1700.2,1626.7,10-19-11 04:52:03
1700.0,1626.3,10-19-11 04:55:08
1699.9,1626.5,10-19-11 04:58:12
1701.5,1628.0,10-19-11 05:01:16
1703.6,1629.9,10-19-11 05:04:20
1705.4,1631.6,10-19-11 05:07:24
1704.9,1632.0,10-19-11 05:10:28
1705.0,1631.4,10-19-11 05:13:32
1705.3,1631.6,10-19-11 05:16:37
1706.1,1632.2,10-19-11 05:19:40
1705.6,1631.7,10-19-11 05:25:49
1705.4,1631.5,10-19-11 05:28:53
1705.2,1630.8,10-19-11 05:31:57
1705.2,1630.7,10-19-11 05:35:01
1704.8,1630.4,10-19-11 05:39:07
1704.7,1630.6,10-19-11 05:42:11
1697.9,1630.0,10-19-11 05:47:18
1699.2,1629.7,10-19-11 05:51:24
1698.2,1628.9,10-19-11 05:54:28
1701.0,1631.6,10-19-11 05:56:30
1705.0,1630.9,10-19-11 06:00:35
1704.8,1630.9,10-19-11 06:03:39
1699.2,1628.7,10-19-11 06:06:43
1698.6,1628.2,10-19-11 06:09:47
1698.8,1628.4,10-19-11 06:12:51
1703.3,1629.7,10-19-11 06:15:54
1703.7,1629.9,10-19-11 06:18:59
1703.6,1629.9,10-19-11 06:22:03
1702.5,1628.9,10-19-11 06:25:06
1703.0,1629.4,10-19-11 06:28:10
1703.9,1630.2,10-19-11 06:31:15
1699.5,1629.2,10-19-11 06:34:27
1703.3,1629.6,10-19-11 06:37:32
1703.3,1629.5,10-19-11 06:40:36
1702.9,1629.0,10-19-11 06:43:40
1703.3,1629.2,10-19-11 06:46:45
1703.2,1629.2,10-19-11 06:49:49
1704.5,1630.1,10-19-11 06:52:53
1703.3,1629.1,10-19-11 06:55:57
1702.9,1628.7,10-19-11 06:59:01
1703.0,1628.8,10-19-11 07:02:04
1696.9,1626.5,10-19-11 07:08:11
1702.8,1629.0,10-19-11 07:11:21
1703.3,1628.5,10-19-11 07:14:28
1703.1,1628.1,10-19-11 07:17:34
1703.2,1628.4,10-19-11 07:20:39
1703.1,1628.2,10-19-11 07:23:44
1702.8,1627.8,10-19-11 07:26:48
1703.1,1628.2,10-19-11 07:29:52
1702.7,1627.9,10-19-11 07:32:55
1703.1,1628.4,10-19-11 07:35:59
1703.2,1628.3,10-19-11 07:39:03
1702.9,1628.1,10-19-11 07:42:06
1702.2,1627.6,10-19-11 07:45:10
1702.0,1627.5,10-19-11 07:48:16
1701.9,1627.0,10-19-11 07:51:20
1700.7,1625.8,10-19-11 07:54:27
1699.5,1624.6,10-19-11 07:57:34
1684.5,1617.1,10-19-11 18:50:37
1683.6,1615.4,10-19-11 18:51:38
1682.3,1614.7,10-19-11 18:54:43
1682.0,1614.6,10-19-11 18:57:46
1682.2,1614.9,10-19-11 19:00:51
1681.5,1613.4,10-19-11 19:03:54
1680.6,1611.9,10-19-11 19:06:58
1678.9,1611.1,10-19-11 19:10:02
1680.0,1612.2,10-19-11 19:13:06
1679.3,1612.2,10-19-11 19:16:10
1679.6,1611.8,10-19-11 19:19:13
1677.8,1609.5,10-19-11 19:22:16
1674.9,1607.2,10-19-11 19:25:21
1675.4,1607.7,10-19-11 19:28:25
1676.4,1609.1,10-19-11 19:31:29
1677.5,1609.7,10-19-11 19:34:36
1676.5,1608.1,10-19-11 19:37:42
1677.2,1608.7,10-19-11 19:40:47
1676.1,1607.8,10-19-11 19:43:51
1676.7,1608.8,10-19-11 19:46:54
1675.2,1606.9,10-19-11 19:49:58
1674.0,1605.6,10-19-11 19:53:01
1674.1,1606.2,10-19-11 19:56:05
1675.4,1606.6,10-19-11 19:59:09
1673.9,1606.2,10-19-11 20:02:13
1679.7,1608.4,10-19-11 20:05:17
1678.6,1606.3,10-19-11 20:08:21
1678.0,1607.8,10-19-11 20:11:25
1673.5,1605.6,10-19-11 20:19:16
1675.0,1607.2,10-19-11 20:20:54
1675.0,1607.2,10-19-11 20:21:30
1675.0,1607.2,10-19-11 20:21:56
1675.2,1606.9,10-19-11 20:24:02
1674.9,1607.1,10-19-11 20:27:06
1676.5,1608.6,10-19-11 20:30:10
1676.2,1608.2,10-19-11 20:33:14
1677.0,1609.0,10-19-11 20:36:18
1677.0,1609.0,10-19-11 20:37:20
1682.0,1610.7,10-19-11 20:39:23
1677.0,1608.9,10-19-11 20:42:27
1677.5,1609.4,10-19-11 20:45:30
1683.1,1612.8,10-19-11 20:48:34
1683.3,1612.3,10-19-11 20:51:40
1682.8,1612.3,10-19-11 20:54:44
1682.0,1611.4,10-19-11 20:57:50
1680.7,1610.1,10-19-11 21:00:56
1680.2,1609.0,10-19-11 21:04:00
1679.6,1609.2,10-19-11 21:07:04
1675.2,1608.3,10-19-11 21:10:08
1675.2,1608.4,10-19-11 21:13:12
1675.4,1607.8,10-19-11 21:16:16
1675.4,1607.6,10-19-11 21:20:21
1675.0,1607.0,10-19-11 21:23:26
1675.1,1607.3,10-19-11 21:25:28
1676.0,1608.0,10-19-11 21:28:32
1675.2,1607.2,10-19-11 21:32:38
1675.1,1607.4,10-19-11 21:35:42
1674.5,1606.9,10-19-11 21:38:46
1678.9,1607.0,10-19-11 21:41:50
1678.8,1609.8,10-19-11 21:44:54
1678.8,1609.8,10-19-11 21:45:20
1678.8,1609.8,10-19-11 21:45:46
